Unnamed: 0,X1,X3,X4,X6,X7,X9,X10,X11,X12,X13,X15,X17,X19,X20,X23
2148,50000,2,2,0,0,0,0,0,13117,16887,16752,18931,0,1000,379
2149,60000,1,1,2,0,0,0,0,60289,57426,25793,28968,1500,1100,1100
2150,230000,1,2,-1,-1,-1,-1,-1,1960,11055,9818,5369,2269,9818,4285
2151,100000,2,2,0,0,0,0,-1,31373,32155,29035,33825,1451,4,292
2152,150000,1,2,-1,-1,-1,-1,-1,1050,3258,1461,3626,3735,1461,3089
2153,70000,2,2,0,0,0,0,0,67880,66658,29171,17693,3199,1267,1665
2154,150000,1,2,0,0,0,0,-1,52952,95134,26089,5107,2000,2000,9000
2155,50000,2,2,0,0,0,0,0,23529,27889,21930,17613,1500,1000,500
2156,110000,1,2,2,2,2,2,2,95690,105101,106506,109276,3800,4000,0
2157,290000,1,2,0,0,0,0,0,305823,303701,248801,230925,10500,10000,23333
2158,310000,2,2,0,0,0,0,0,128166,102808,95087,66813,5000,5000,7000
2159,80000,2,1,0,0,0,0,0,74236,63120,54292,57011,2000,2000,1336
2160,220000,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0
2161,230000,2,1,0,0,0,0,0,167635,170085,173045,179625,7726,5601,6000
2162,360000,1,1,0,0,0,0,0,236171,228951,191655,132093,7800,6665,3100
2163,320000,1,1,-1,-1,-1,-1,-2,25840,13260,17967,-13,13289,18064,0
2164,20000,1,2,0,0,0,0,0,14406,20653,19391,19158,84,7171,2000
2165,360000,2,2,-1,-1,-1,-1,-1,61793,79467,148307,7406,26943,148307,3021
2166,360000,2,1,1,-2,-2,-2,-2,0,0,0,0,0,0,0
2167,440000,1,1,-1,-1,-1,-1,-1,10858,46104,11569,1773,20000,12000,0
2168,400000,2,1,2,2,2,3,2,175904,179579,196029,195226,11500,14100,5
2169,180000,2,1,1,2,0,0,0,32082,31293,33370,0,1400,2200,0
2170,230000,1,2,1,-2,-2,-2,-2,0,0,0,0,0,0,0
2171,200000,1,2,0,0,0,0,0,9078,11612,13900,0,1500,2000,0
2172,230000,1,1,0,0,0,0,0,22954,11225,13498,9949,1380,8000,1000
2173,50000,2,1,0,0,0,0,0,47824,48954,18685,19466,1835,669,695
2174,270000,1,2,-2,-2,-2,-2,-2,15986,16635,14192,7672,1513,1019,3050
2175,440000,2,2,0,0,0,0,0,485921,234046,201210,169455,7822,8000,4000
2176,340000,1,1,-1,-1,-2,-2,-1,3780,3295,1903,4409,1461,1903,3396
2177,320000,2,2,0,0,0,0,0,12233,16490,17918,19167,4100,1000,1000
2178,500000,2,2,-1,-1,0,0,0,339,0,29698,27912,28119,2000,785
2179,30000,2,1,-1,-1,0,0,0,29568,3663,28352,7576,27209,5024,0
2180,120000,3,2,0,0,0,0,0,102735,80762,77404,75951,3000,2655,3000
2181,310000,1,2,0,0,0,0,0,10513,11228,12468,12044,1187,433,445
2182,110000,3,2,0,-1,-1,-1,-2,2705,2487,2500,0,2700,2500,0
2183,400000,2,2,0,0,0,0,0,185677,189682,199284,195769,8000,8000,5000
2184,150000,1,1,-1,-1,-2,-2,-2,2070,7620,0,0,0,0,0
2185,50000,1,1,0,0,-2,-2,-2,47454,30680,-1000,0,220,780,0
2186,270000,2,1,0,0,0,0,0,21256,19819,18527,18010,1569,631,541
2187,30000,3,1,0,0,0,-1,0,14517,3670,2890,13680,2500,2500,0
2188,30000,1,1,0,0,3,2,0,23978,26749,27344,27454,2073,0,1163
2189,20000,2,2,0,-1,-1,-1,-1,10700,510,704,150,390,1094,780
2190,50000,2,2,0,0,0,0,0,18471,19483,19307,19738,1307,683,834
2191,100000,2,1,0,0,0,0,0,101430,87429,104261,99947,64401,4000,3200
2192,200000,1,2,1,-2,-1,-1,-1,0,0,16405,2327,3941,16405,0
2193,500000,1,1,0,0,0,0,0,419487,389605,246519,251389,20000,15000,10000
2194,190000,2,1,0,0,0,0,0,90580,72260,84221,100053,10000,10000,22000
2195,130000,2,1,-1,-1,-1,-1,-2,5837,21038,4399,0,729,4399,5239
2196,50000,2,2,0,0,0,-1,-1,17792,20036,18416,416,0,368,416
2197,10000,3,2,0,0,0,0,0,9363,5062,6763,8367,1200,1000,0
2198,1000000,1,1,0,0,-1,0,0,964511,983931,891586,961664,50723,896040,50256
2199,150000,3,1,-1,-1,-1,-1,-1,11500,4998,4998,49398,4996,5000,4552
2200,20000,2,1,0,0,-1,-2,-1,17219,14640,0,17666,19400,0,0
2201,140000,1,2,2,-1,-1,-1,-1,1070,4593,1710,6096,4705,1710,0
2202,210000,1,1,-2,-2,-2,-2,-2,-200,-200,0,0,0,200,0
2203,360000,3,1,0,0,0,0,0,8669,8254,6868,6158,1513,706,2000
2204,60000,1,2,0,0,0,2,2,59959,49744,46353,48373,4000,4000,0
2205,30000,2,1,0,0,0,0,0,15662,16601,21939,23160,5000,1000,1000
2206,140000,2,1,0,0,0,0,0,127693,26633,29702,35683,2000,2000,2000
2207,20000,1,2,0,0,0,0,-1,17471,14129,9429,2055,3500,1567,0
2208,120000,2,2,0,0,0,0,2,15602,16482,17185,17312,1551,2000,7000
2209,80000,1,1,1,-2,-1,-1,-1,-50,-440,-220,0,1000,0,780
2210,50000,2,1,0,0,0,0,0,21910,23251,24658,25642,1500,1000,1000
2211,360000,1,2,1,-2,-1,-1,-1,0,0,0,179,830,0,1970
2212,500000,1,2,0,0,0,0,0,416171,437749,472621,496915,30000,20000,70152
2213,10000,2,2,0,0,0,0,0,7985,8677,8880,9000,1000,200,0
2214,210000,2,2,0,0,-1,0,0,13899,-9,3231,124880,0,3240,5013
2215,50000,3,2,0,0,0,0,0,22358,23257,24073,21959,1000,1500,700
2216,200000,1,1,-1,2,-1,-1,-1,6677,4561,1856,2508,1856,1856,26042
2217,300000,1,2,-1,-1,-2,-2,-2,10700,890,0,0,0,0,0
2218,110000,2,2,0,0,0,0,0,44737,39590,39075,39564,2005,2006,2013
2219,50000,2,2,4,3,2,2,2,51996,51203,8086,9533,300,300,400
2220,340000,1,1,-1,2,-1,2,-1,6814,6167,3570,14645,24386,3570,4534
2221,50000,2,1,-1,-1,-2,-2,-2,819,699,0,0,0,0,0
2222,110000,3,2,1,2,0,0,0,49992,48918,46884,43169,2164,1730,1607
2223,600000,3,1,0,0,0,0,0,459600,372345,337695,256158,13250,12854,10000
2224,160000,1,2,-1,-1,-1,0,0,2507,798,2319,-2,0,2321,801
2225,450000,1,1,-1,-1,-1,-1,-1,10591,7923,15181,13890,57425,15257,11139
2226,60000,1,2,1,-1,0,0,0,0,1012,17032,8741,22066,5032,5205
2227,310000,1,1,0,0,0,2,0,250708,256157,285233,272240,11300,29841,9546
2228,20000,2,1,-1,0,-1,-1,-1,10361,19566,3355,1288,1390,3355,0
2229,60000,2,2,0,0,0,0,0,53274,54093,50568,45421,2109,1705,1523
2230,170000,2,1,-1,-1,0,0,-2,521,5360,26511,0,29271,0,2730
2231,190000,1,1,1,-1,-1,-1,-2,0,2329,332,0,15990,332,0
2232,230000,1,2,2,2,-1,-1,-1,113,0,0,0,1100,0,2916
2233,80000,1,2,-2,-2,-1,-1,-1,1174,0,5526,12792,0,5526,600
2234,120000,3,1,0,0,0,0,2,111564,112482,80987,84384,4552,3100,3228
2235,20000,2,2,1,2,2,0,0,17260,19099,18703,20724,816,0,0
2236,140000,2,1,0,0,0,0,-1,37283,24748,21711,902,5080,10000,18542
2237,50000,2,2,0,0,0,0,0,49076,48923,19270,19167,1298,700,237
2238,180000,1,1,0,0,0,0,0,104335,108156,111568,116422,4000,4500,4500
2239,150000,3,1,-1,-1,-1,-1,-1,3644,875,0,2887,2162,0,0
2240,300000,1,2,0,0,0,0,0,294344,302638,226705,232942,11311,7941,5258
2241,380000,1,1,-1,-1,-1,-2,-1,202,35993,-3450,3502,86697,0,159753
2242,90000,3,2,2,0,0,0,0,92290,90719,39200,32991,1600,1280,1088
2243,10000,2,2,1,2,2,0,0,8925,8637,9736,9725,1800,0,500
2244,90000,3,2,2,0,0,2,0,63869,65212,70652,70842,2500,5140,3000
2245,240000,1,1,-1,-1,-1,-1,0,228,23282,37573,15788,49000,37573,46495
2246,180000,3,1,-1,-1,-1,-1,0,396,712,712,712,712,712,5366
2247,140000,1,2,0,0,0,0,0,101458,99196,76387,67302,3520,2500,2498
2248,280000,2,1,1,2,2,0,0,168708,172528,170028,185348,6100,0,7000
2249,120000,1,2,-1,-1,-1,-1,-1,711,878,441,441,1131,441,455
2250,550000,2,1,0,0,0,0,0,546741,535509,530672,165975,167622,14000,28840
2251,170000,2,2,0,0,0,0,2,90727,93345,95613,97230,5000,5000,3600
2252,50000,2,1,2,2,0,0,2,2590,4836,5378,5606,0,1000,2000
2253,140000,2,1,0,0,0,0,0,137692,134899,110865,48018,6405,4819,100002
2254,10000,3,2,0,0,0,0,0,8858,9548,9735,0,1000,195,0
2255,240000,3,1,-1,-1,-1,-1,0,1386,1207,1559,21532,1357,1559,1407
2256,30000,2,2,2,2,0,0,0,27954,27226,28752,24552,2000,1000,1000
2257,30000,2,2,1,2,2,2,2,14149,15171,15318,16562,0,1226,0
2258,200000,2,2,0,0,0,0,0,2324,3344,14280,15608,1170,10000,464
2259,140000,2,2,0,0,0,0,0,56426,41717,25224,23783,2000,900,5000
2260,200000,3,2,1,-2,-1,-1,-1,0,0,304,6788,0,304,188
2261,80000,2,2,0,0,0,0,0,21054,21776,23411,24356,1379,1000,1000
2262,100000,3,2,0,0,0,0,0,46675,46567,46454,47823,2000,1700,1500
2263,220000,2,2,2,2,2,2,0,215477,216099,216988,39819,0,8275,223833
2264,80000,2,2,0,0,0,0,0,7536,5024,6094,45877,1100,1000,1700
2265,350000,1,2,0,0,0,0,0,312770,320400,250304,249891,10334,5728,4520
2266,50000,2,2,0,0,0,-2,-2,33428,34385,-229,-229,2100,0,0
2267,360000,2,1,0,0,0,0,0,23690,67560,15830,21404,16079,5024,12073
2268,230000,2,1,0,0,-1,0,0,9530,12872,153400,21258,0,153400,6000
2269,30000,2,1,2,2,2,2,0,13888,16652,17317,17465,0,1500,3500
2270,70000,2,2,0,0,2,2,2,41485,44697,47956,49565,3600,1800,2500
2271,70000,2,2,-1,0,0,0,0,3082,4370,15282,12915,5353,6282,3257
2272,150000,1,1,1,-2,-1,-2,-2,0,0,0,0,1512,0,0
2273,360000,1,2,-1,-1,-1,2,0,1195,23944,789,244,884,300,856
2274,210000,2,1,1,-2,-2,-2,-1,-325,-721,-1513,59017,0,0,2200
2275,50000,2,2,0,0,0,0,-2,32312,24213,24750,0,2000,1300,0
2276,180000,2,2,-1,2,-1,-1,-1,3116,1058,1726,2240,390,1726,17488
2277,210000,1,1,-1,-1,-1,-1,-1,6223,8143,3091,308,3719,3091,3369
2278,160000,3,1,-1,-1,-1,-1,-1,2475,2475,2475,8175,5175,2475,138
2279,50000,3,1,2,0,0,0,0,38527,39609,41183,42935,1700,1500,7400
2280,200000,2,1,1,-2,-2,-2,-1,0,0,0,688,0,0,0
2281,20000,2,2,0,0,0,0,0,13723,14266,14925,9745,2000,3000,0
2282,500000,3,1,0,0,0,0,0,139117,130301,121296,125279,5000,5000,5000
2283,90000,3,1,0,0,0,0,0,104494,99941,90508,79775,3382,3319,2360
2284,70000,1,2,0,0,2,0,0,47310,51047,50594,54093,1813,0,900
2285,50000,3,1,0,0,-1,-1,-1,33782,35650,390,0,390,390,0
2286,180000,1,1,-1,0,0,0,0,121915,116093,74324,37957,7038,7000,5000
2287,50000,2,2,1,3,2,0,0,41322,40383,41434,61595,3000,0,0
2288,230000,2,2,0,0,0,0,0,232796,233564,166637,163858,9500,6000,10500
2289,70000,2,2,1,2,0,0,0,35155,26598,23156,27433,1637,1000,3014
2290,30000,3,2,0,0,0,0,0,10178,14491,15812,16606,1257,565,1000
2291,10000,3,3,1,2,0,0,0,8210,7936,9117,9504,1146,471,460
2292,90000,3,1,1,-1,2,-1,2,0,800,0,400,0,0,0
2293,80000,3,1,2,2,3,2,3,68152,71459,71908,74788,4000,0,0
2294,360000,1,1,1,-1,2,-1,-1,-200,2716,0,42424,0,0,19825
2295,150000,1,2,-1,2,-1,2,-1,766,515,974,191,85,1124,591
2296,200000,1,1,1,2,-2,-2,-2,25830,780,0,0,0,0,0
2297,300000,3,2,0,0,0,-1,-1,35103,43782,67484,7391,6000,30000,7000
2298,500000,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0
2299,210000,1,2,-1,0,0,0,0,25025,25336,26816,10721,4000,5000,3500
2300,80000,2,2,0,-1,0,-1,-1,17254,811,722,337,1533,0,1000
2301,200000,1,1,2,0,0,0,0,188553,192100,125700,81008,5203,4000,3000
2302,230000,1,1,-1,-1,0,0,0,2212,17402,17285,9981,20013,346,5000
2303,60000,1,1,0,0,3,2,2,51855,53220,57889,56637,7000,0,13
2304,180000,2,2,1,2,0,0,0,172842,177065,136145,134352,0,7000,5000
2305,80000,2,1,0,0,0,0,0,51751,43280,45276,40598,2000,1668,1664
2306,220000,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0
2307,30000,2,1,0,0,-1,2,-1,10540,9766,2596,2390,0,6712,0
2308,30000,1,2,1,-2,-1,-1,-1,0,0,4322,980,4990,4322,7490
2309,30000,2,2,0,0,0,0,0,8864,10062,12580,14828,2000,1500,2000
2310,150000,2,1,0,0,0,0,0,54021,55154,57397,60668,2044,2054,3150
2311,30000,2,1,1,2,0,0,0,23709,23047,24380,25423,1698,1022,1000
2312,180000,2,2,0,0,0,0,0,93169,58983,58458,61628,4000,4000,4000
2313,30000,1,2,2,0,0,0,0,27033,27772,29313,28916,1448,1021,1270
2314,240000,1,2,0,0,0,0,0,236772,201463,149293,150911,7000,10040,5000
2315,120000,2,2,0,0,0,0,0,26307,27361,30428,34293,2000,2000,3000
2316,150000,3,1,0,0,0,0,-2,17541,19021,7691,0,2000,2000,0
2317,180000,1,1,1,-2,-1,-1,-2,0,0,2000,0,1154,2000,415
2318,50000,2,1,0,0,0,0,0,44573,60540,16327,17282,2600,600,700
2319,360000,1,2,1,-2,-1,-1,-2,-200,-200,3000,0,200,3000,0
2320,30000,3,3,-1,-1,-2,-1,-1,2365,-581,-2054,14510,0,0,0
2321,50000,2,1,-1,-1,0,0,0,390,918,19593,19893,19583,1000,1000
2322,30000,2,1,-1,3,0,-1,3,1742,1560,780,1737,0,0,0
2323,50000,1,2,0,0,0,0,0,50777,51086,20141,19349,2059,666,1513
2324,90000,2,2,0,0,-2,-2,-2,46927,40000,0,0,0,0,85000
2325,200000,2,2,7,6,4,3,2,195156,190843,181866,148704,0,0,3054
2326,50000,3,2,0,0,0,0,0,47479,49344,19194,19199,1300,675,798
2327,80000,2,2,0,0,0,0,0,33918,50878,52422,50312,2400,2000,2000
2328,50000,2,2,0,0,-2,-2,-2,45408,36025,0,0,0,0,0
2329,200000,2,2,-1,-1,-1,-2,-1,964,-36,0,43527,1036,0,872
2330,90000,2,1,0,0,0,0,0,89309,88544,48534,32078,3500,2000,1000
2331,240000,1,2,0,0,0,0,0,199671,193523,181348,168176,7000,7000,6000
2332,90000,1,2,-2,-2,-2,-2,-2,1709,2522,3426,2197,3426,3426,3087
2333,10000,1,2,2,2,2,-2,-1,2724,5520,0,150,0,0,275
2334,210000,1,1,-1,-1,2,-1,-1,2360,4707,0,5855,0,0,9840
2335,140000,2,2,0,0,0,-1,-1,12436,14910,13710,-1450,1200,2000,0
2336,50000,1,1,0,0,0,0,0,29719,30754,33102,35197,2000,2000,1500
2337,50000,2,1,0,0,0,0,0,36380,51418,29717,29113,2052,1034,883
2338,230000,3,1,-1,-1,-1,0,-1,1633,8410,10371,1328,5955,10371,0
2339,150000,2,2,-1,-1,-1,0,0,4914,6237,11167,16268,3280,11167,352
2340,240000,2,1,0,0,0,0,0,10767,144915,143531,144121,5206,5008,5033
2341,80000,2,2,1,2,2,0,0,81774,79597,45312,47341,3667,0,1863
2342,140000,3,2,1,-2,-1,-1,-1,0,0,4647,4654,0,4647,0
2343,290000,2,1,0,0,0,0,0,88713,79214,84033,90056,4000,5000,5000
2344,80000,5,1,0,0,0,0,0,80534,78179,81099,67069,2641,2827,2417
2345,400000,2,1,0,0,0,0,0,372724,394443,210628,85374,14547,8078,3012
2346,20000,3,3,0,0,0,-1,-1,20393,19908,15617,1205,20310,1020,109
2347,360000,1,2,-1,-1,-1,-1,-1,11487,307,589,1383,400,589,448
2348,260000,2,2,0,0,0,-1,0,16373,15249,15520,5651,5000,5000,2000
2349,30000,1,2,1,2,0,0,0,10056,9815,5746,1944,0,144,1944
2350,130000,2,2,0,0,0,-1,0,131406,125858,34394,58437,3572,3153,10000
2351,490000,1,1,0,0,0,0,0,95997,98047,102736,107334,4000,4000,4000
2352,580000,1,1,0,0,0,0,0,264482,267508,256321,236608,8842,7663,7887
2353,20000,2,1,0,0,0,0,0,12619,14896,14921,16474,0,800,1000
2354,180000,1,2,0,-1,0,0,-1,64008,3414,5344,10395,1500,1500,3600
2355,90000,1,2,-1,-1,-1,-1,-1,1224,3120,5000,4210,1712,5000,750
2356,90000,2,2,0,-1,0,-1,-1,2908,1051,1051,83573,2422,0,3098
2357,440000,1,1,2,0,0,0,0,276955,198150,185971,193799,8200,6700,7000
2358,280000,2,1,0,0,0,0,0,50667,50400,49425,48459,2007,1370,1381
2359,230000,1,2,0,0,0,0,0,121344,121415,21433,13931,5516,2015,5536
2360,300000,2,2,0,0,0,0,0,276536,206885,170540,101485,10017,9123,3816
2361,20000,2,1,-1,2,-1,0,0,6565,4460,8745,4058,1500,8745,1664
2362,80000,2,2,0,0,-1,0,0,27041,27797,11341,4278,1000,11360,0
2363,20000,2,2,8,7,5,4,3,24348,24025,22757,21200,0,0,0
2364,220000,1,2,-1,-1,-2,-2,-2,17875,3431,-344,-601,0,0,0
2365,210000,2,1,0,0,0,0,0,73487,75456,87895,90868,13000,3081,3151
2366,130000,3,2,2,0,0,0,0,60273,61839,63429,27521,1857,1681,1698
2367,400000,1,1,0,0,0,0,0,258070,77910,44590,0,1500,0,0
2368,120000,1,2,-1,-1,-1,-1,-1,9642,12557,1110,3301,3938,1110,0
2369,460000,2,1,0,0,0,0,0,128302,59254,45512,33571,2008,1560,769
2370,230000,1,1,-1,-1,-1,-1,-1,2915,4203,3351,1733,200,3351,4737
2371,210000,2,2,0,0,0,0,0,187992,193623,167142,174336,8600,6500,7900
2372,30000,2,2,-2,-2,-2,-2,-2,318,0,0,0,0,0,0
2373,50000,3,1,0,0,0,0,0,41250,40813,8841,8267,1297,448,415
2374,250000,1,2,-1,-1,0,0,0,1181,1545,1856,7026,1000,1500,1379
2375,50000,2,2,3,3,2,2,2,35592,36518,37421,39035,1200,1500,0
2376,40000,2,1,2,2,2,2,2,33152,33623,33917,40404,2000,0,0
2377,230000,2,1,0,0,0,0,0,28827,36326,36551,38831,0,2000,1500
2378,210000,1,2,1,-2,-2,-1,-1,0,0,0,0,0,0,0
2379,60000,2,2,0,0,2,2,2,15145,16618,17919,18750,2100,0,1500
2380,500000,1,1,0,0,0,0,0,190730,194336,199489,204017,8001,6701,6379
2381,110000,2,2,0,0,0,0,0,81449,83241,86045,93394,4000,3400,3450
2382,400000,1,1,0,0,0,0,0,95719,96369,91816,66203,3565,2731,25000
2383,280000,1,1,-1,-1,-1,-1,-1,1323,445,294,13635,393,294,16192
2384,60000,2,1,0,0,0,-1,-1,22226,18597,8038,-153,2245,161,20341
2385,100000,3,1,0,0,-1,-2,-2,3933,2162,-1267,-2389,1000,0,0
2386,230000,2,2,0,0,0,0,0,64489,58611,53008,40015,5000,5000,5000
2387,80000,3,2,1,-2,-1,-1,-1,0,0,2500,1550,2455,2500,896
2388,110000,2,1,0,0,0,0,0,45021,45782,47105,46144,1800,1638,2000
2389,390000,1,1,-1,-1,0,0,-1,9361,-25,13200,7088,18426,34,0
2390,150000,2,2,1,2,0,0,2,21019,19890,19037,19345,0,1000,1000
2391,180000,2,2,1,2,-2,-1,2,5265,5002,0,978,0,0,2690
2392,500000,1,2,1,-1,-1,0,0,-218,466,155951,167416,1267,155000,8000
2393,50000,3,1,2,3,2,2,2,39589,40160,41526,44960,1600,1700,0
2394,20000,3,2,0,0,0,-1,-1,8503,11352,10400,0,0,600,0
2395,130000,2,2,1,-2,-1,-1,-1,-10,-10,-3,937,3372,0,1013
2396,110000,3,1,0,0,0,0,0,61152,60833,47316,47141,3000,1807,1808
2397,200000,2,1,0,0,2,2,2,45982,46328,48367,47539,3900,1900,5224
2398,50000,2,1,0,0,0,0,0,48991,43412,29759,29665,1500,1050,1200
2399,130000,1,2,0,0,0,0,0,126974,122107,89356,89779,4560,3300,3415
2400,260000,2,2,0,0,0,0,0,149814,184419,159348,104389,0,5000,60000
2401,180000,2,1,-1,-1,-1,-1,-1,220,4680,7500,0,0,7500,4500
2402,330000,1,1,-1,-1,0,0,0,730,213,3368,0,2368,1000,0
2403,80000,2,2,1,2,2,2,2,54033,52595,55201,70582,5000,0,0
2404,320000,1,2,-1,2,-1,-2,-2,752,169,0,0,1948,0,0
2405,20000,2,2,-1,-1,0,0,-1,10462,3327,17748,1074,19305,355,0
2406,50000,3,2,2,2,7,7,7,2400,2400,2400,2400,0,0,0
2407,210000,3,1,0,0,0,0,0,201169,210942,138786,144099,10011,5000,6000
2408,420000,2,2,2,2,0,2,0,239293,90568,93971,93059,3500,6600,3000
2409,210000,2,2,-2,-2,-2,-2,-2,2593,0,0,12837,0,0,4201
2410,160000,2,1,0,0,0,0,0,35815,38023,41318,43857,3000,2000,2000
2411,20000,1,2,0,0,0,0,0,17776,18886,18964,20116,1300,662,602
2412,360000,1,2,-1,-1,-1,-2,-1,2010,2936,0,4750,640,0,1470
2413,30000,2,3,2,0,0,0,0,11479,12981,14903,18715,2000,693,668
2414,50000,2,2,1,-1,0,0,0,-697,48266,48224,50126,1800,1700,469
2415,30000,2,1,1,-1,-1,-1,-2,0,2281,2713,0,3666,2713,0
2416,30000,2,2,0,0,0,0,0,28008,29549,30046,27039,2000,900,0
2417,280000,2,2,-1,-1,0,-1,-1,1006,1853,1416,1229,1422,7,3831
2418,30000,3,2,2,0,2,2,0,30279,30428,31012,30195,2700,1300,1353
2419,20000,2,2,0,0,0,0,2,12518,12889,8878,2771,1000,1000,0
2420,300000,1,1,0,0,0,0,0,108639,85818,85008,50257,7346,65000,1800
2421,180000,1,2,-1,3,0,-1,2,1880,1702,870,2508,0,0,326
2422,20000,2,1,4,3,2,2,2,16549,16002,15492,16320,600,0,2000
2423,80000,3,1,0,0,-2,-1,-1,4948,3804,0,0,0,0,0
2424,20000,2,1,0,0,0,0,0,19553,18092,19000,0,2000,3005,0
2425,60000,1,2,0,0,0,0,-1,31462,31499,11568,3832,5084,6000,3065
2426,20000,2,2,0,0,2,2,0,18743,19879,21178,20853,0,3000,400
2427,30000,3,1,1,2,0,0,0,30734,28092,29555,29252,1800,1200,1250
2428,50000,1,2,1,2,0,0,2,26957,28230,27728,29053,0,1000,2400
2429,80000,1,1,0,-1,0,-1,-1,49735,25144,7905,7727,8000,0,6191
2430,170000,2,2,-1,-1,0,0,-1,1166,4144,4889,430,0,1000,17342
2431,160000,1,1,-1,-1,-1,-1,-1,816,316,316,316,316,316,316
2432,130000,1,2,1,2,2,-2,-1,60024,58104,-3518,1601,0,1580,0
2433,30000,2,1,2,2,2,0,0,31746,32743,30727,30088,1100,0,0
2434,100000,1,2,1,-1,-2,-2,-2,0,780,0,0,0,0,0
2435,120000,2,2,3,3,2,2,2,87057,84821,76326,75011,2700,2500,0
2436,150000,1,1,-1,-1,-1,-1,-1,850,0,31106,1505,0,31106,997
2437,100000,3,1,1,2,0,0,0,56341,54869,73871,85433,14130,7065,0
2438,30000,2,2,2,0,0,2,2,25851,26912,29175,30383,1402,2042,0
2439,160000,2,2,-2,-2,-2,-2,-2,2057,2147,1934,1938,1945,1934,2544
2440,120000,3,1,-2,-2,-2,-2,-2,2468,7869,2097,2005,506,2097,360
2441,160000,1,2,-1,0,-2,-2,-2,67925,69771,72328,75500,5824,0,0
2442,340000,1,1,1,-1,-1,-2,-1,-8,1722,-15,3016,1692,0,0
2443,240000,3,1,0,0,0,0,0,25631,27047,28065,32042,2000,2000,2000
2444,30000,3,1,1,2,0,0,0,30607,29849,28410,30383,2000,2000,3000
2445,50000,2,1,0,0,2,0,0,47872,48802,19321,20384,2456,0,1000
2446,200000,2,2,1,-2,-1,0,0,0,0,1517,49635,0,1517,1992
2447,80000,2,2,0,0,-1,-1,-1,17047,11885,5144,2250,1350,5144,2690
2448,50000,2,2,2,2,2,2,2,5025,4805,46885,45994,42000,1600,2000
2449,130000,2,1,0,0,0,0,0,18157,16520,13209,14025,1010,1003,1000
2450,290000,1,1,1,-2,-2,-2,-2,0,0,0,0,0,0,0
2451,30000,3,1,0,0,0,0,0,27631,29179,26371,30114,1500,933,1000
2452,340000,3,1,0,0,0,0,0,77181,59873,63720,60053,3000,5000,6000
2453,180000,1,2,-1,-1,-1,0,-1,651,1883,2688,2253,651,2688,9816
2454,60000,1,2,0,0,0,0,0,59423,63347,29052,27296,146,1500,1500
2455,390000,1,2,-1,0,0,0,0,83514,79730,58767,51667,4000,2100,1200
2456,460000,1,1,0,0,0,0,0,384919,393029,338220,356161,16017,13000,7002
2457,500000,1,1,0,0,0,0,0,396402,395484,294173,266973,15040,12018,10018
2458,30000,2,1,-1,2,2,2,2,8347,9560,11096,10837,0,2000,2000
2459,80000,2,2,1,2,2,2,2,28789,31026,31986,31794,1183,1400,1178
2460,250000,2,1,-1,-1,-1,-2,-2,37137,51803,0,0,9544,0,0
2461,280000,1,2,0,0,0,0,0,146130,120750,104061,107143,4000,4000,4000
2462,30000,2,2,2,2,2,2,2,25615,29849,28071,29365,2000,0,600
2463,30000,1,2,2,0,0,0,0,22329,23665,24784,2901,1400,2000,1000
2464,20000,2,2,1,3,2,2,2,19443,18851,18648,19464,1000,0,817
2465,380000,3,1,-2,-2,-2,-2,-2,0,1349,16735,0,5957,16735,7699
2466,100000,3,1,4,3,0,0,-1,175441,153992,114431,95961,0,0,0
2467,180000,2,2,-1,-1,-1,-1,-1,1071,1671,4241,5261,1981,4241,4731
2468,80000,1,2,0,0,0,0,0,3409,4489,5454,178,1000,109,0
2469,220000,1,2,0,0,0,0,0,163148,158197,157953,157099,5971,5846,5895
2470,170000,2,2,0,0,0,0,0,141476,143850,122186,117121,4514,4376,3455
2471,140000,1,2,2,2,2,2,2,97905,100152,101562,88085,3200,3500,2304
2472,20000,1,2,2,2,2,2,2,10512,12044,11080,12357,0,0,500
2473,100000,3,1,0,0,0,0,0,62427,63922,66578,72346,3000,2400,4000
2474,50000,3,1,0,0,0,0,0,32516,32774,29105,27699,1693,1106,2507
2475,300000,2,2,-1,-1,-1,2,-1,2186,0,707,7705,290,1209,3798
2476,30000,3,2,0,0,0,2,2,26769,27138,29139,30360,1447,3000,0
2477,50000,3,1,0,0,0,0,0,49696,50893,19632,17212,2000,1000,3639
2478,160000,2,2,-1,-1,0,0,0,3090,52125,29638,38190,5000,7000,1200
2479,80000,2,2,0,0,0,2,0,45920,47186,49170,49121,5000,4000,1692
2480,140000,2,1,0,0,0,0,0,132070,134766,106422,106886,4000,4000,3600
2481,20000,2,2,1,2,0,0,0,19403,18541,19456,19265,1298,1000,998
2482,50000,3,1,-1,-1,-1,-1,0,17453,7802,4985,7117,22232,4985,5000
2483,200000,1,2,1,-2,-1,2,2,0,0,347,2917,0,347,0
2484,80000,2,1,-2,-2,-2,-2,-2,780,0,390,540,390,390,390
2485,80000,2,2,1,2,0,0,0,81635,83465,82332,78510,0,2989,2830
2486,210000,1,2,-1,-1,-1,-2,-2,6000,0,0,0,2880,0,0
2487,260000,2,1,0,0,-1,-1,-1,26303,9408,7732,-8,2025,7770,1775
